eid,block,performance,contrasts,n_contrasts
24888173-8015-441d-a927-d462ef7de2cc,0.5,"[0.0, 0.1111111111111111, 0.0, 0.375, 0.2, 0.6666666666666666, 0.125, 0.5, 0.8571428571428571]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[12, 9, 6, 8, 15, 6, 8, 12, 14]"
24888173-8015-441d-a927-d462ef7de2cc,0.2,"[0.0625, 0.3157894736842105, 0.5555555555555556, 0.6521739130434783, 0.5842696629213483, 0.7625, 0.7123287671232876, 0.8354430379746836, 0.9384615384615385]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[16, 19, 18, 23, 89, 80, 73, 79, 65]"
24888173-8015-441d-a927-d462ef7de2cc,0.8,"[0.0, 0.05555555555555555, 0.0625, 0.08695652173913043, 0.09195402298850575, 0.1, 0.375, 0.3, 0.631578947368421]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[64, 72, 64, 46, 87, 10, 16, 10, 19]"
66569bbf-aa03-4497-a799-b726c75aa78f,0.5,"[0.0, 0.2222222222222222, 0.125, 0.0, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.375, 0.2727272727272727]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[9, 9, 8, 3, 18, 12, 12, 8, 11]"
66569bbf-aa03-4497-a799-b726c75aa78f,0.2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0136986301369863, 0.0136986301369863, 0.04, 0.014084507042253521]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[20, 18, 16, 20, 77, 73, 73, 75, 71]"
66569bbf-aa03-4497-a799-b726c75aa78f,0.8,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[55, 66, 70, 58, 78, 18, 9, 25, 16]"
8471e446-942f-416e-8519-1dd9d604299c,0.5,"[0.06666666666666667, 0.14285714285714285, 0.4, 0.4, 0.8461538461538461, 0.8333333333333334, 0.7142857142857143, 1.0, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[15, 7, 10, 10, 13, 12, 7, 9, 7]"
8471e446-942f-416e-8519-1dd9d604299c,0.2,"[0.05555555555555555, 0.14285714285714285, 0.5333333333333333, 0.5, 0.868421052631579, 0.8103448275862069, 0.9354838709677419, 0.9841269841269841, 0.9493670886075949]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[18, 14, 15, 10, 76, 58, 62, 63, 79]"
8471e446-942f-416e-8519-1dd9d604299c,0.8,"[0.024691358024691357, 0.08641975308641975, 0.15384615384615385, 0.3076923076923077, 0.6391752577319587, 0.7142857142857143, 0.9473684210526315, 0.9, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[81, 81, 65, 78, 97, 14, 19, 20, 22]"
c53e9af8-c835-4c67-9f57-9755f6325db0,0.5,"[0.09090909090909091, 0.058823529411764705, 0.14285714285714285, 0.0, 0.3076923076923077, 0.5, 0.5714285714285714, 0.9090909090909091, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[11, 17, 7, 9, 13, 6, 7, 11, 9]"
c53e9af8-c835-4c67-9f57-9755f6325db0,0.2,"[0.1, 0.0, 0.23529411764705882, 0.4666666666666667, 0.6619718309859155, 0.9402985074626866, 0.9041095890410958, 0.9620253164556962, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[10, 17, 17, 15, 71, 67, 73, 79, 64]"
c53e9af8-c835-4c67-9f57-9755f6325db0,0.8,"[0.0, 0.06382978723404255, 0.041666666666666664, 0.09090909090909091, 0.14754098360655737, 0.7, 0.6666666666666666, 0.95, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[57, 47, 48, 66, 61, 10, 15, 20, 12]"
b57273a6-2f97-4618-9a5c-fe49dd0a1433,0.5,"[0.2857142857142857, 0.2, 0.42857142857142855, 0.5454545454545454, 0.3333333333333333, 1.0, 0.9166666666666666, 1.0, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[14, 10, 7, 11, 15, 10, 12, 6, 5]"
b57273a6-2f97-4618-9a5c-fe49dd0a1433,0.2,"[0.25, 0.42857142857142855, 0.3333333333333333, 0.2631578947368421, 0.4594594594594595, 0.9629629629629629, 0.9384615384615385, 1.0, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[12, 14, 12, 19, 74, 54, 65, 46, 46]"
b57273a6-2f97-4618-9a5c-fe49dd0a1433,0.8,"[0.10606060606060606, 0.08235294117647059, 0.08450704225352113, 0.14285714285714285, 0.16304347826086957, 0.4117647058823529, 0.88, 0.8888888888888888, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[66, 85, 71, 70, 92, 17, 25, 18, 17]"
4a781a14-8893-42df-ad58-4c9b0f5f5934,0.5,"[0.0, 0.0, 0.1, 0.375, 0.6842105263157895, 0.75, 0.75, 1.0, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[8, 12, 10, 8, 19, 8, 8, 11, 6]"
4a781a14-8893-42df-ad58-4c9b0f5f5934,0.2,"[0.0, 0.14285714285714285, 0.1111111111111111, 0.47619047619047616, 0.7019230769230769, 0.8554216867469879, 0.9529411764705882, 0.9888888888888889, 0.9864864864864865]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[21, 14, 18, 21, 104, 83, 85, 90, 74]"
4a781a14-8893-42df-ad58-4c9b0f5f5934,0.8,"[0.0, 0.0, 0.03296703296703297, 0.08333333333333333, 0.3238095238095238, 0.56, 0.8888888888888888, 0.9333333333333333, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[81, 73, 91, 84, 105, 25, 18, 15, 20]"
6bb1ea02-1761-4845-bb86-5d158e31c23a,0.5,"[0.0, 0.06666666666666667, 0.2, 0.07692307692307693, 0.5, 1.0, 1.0, 0.9090909090909091, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[8, 15, 5, 13, 12, 11, 9, 11, 6]"
6bb1ea02-1761-4845-bb86-5d158e31c23a,0.2,"[0.15384615384615385, 0.17647058823529413, 0.2727272727272727, 0.3333333333333333, 0.7446808510638298, 0.97, 0.9891304347826086, 0.975, 0.9871794871794872]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[26, 17, 22, 15, 94, 100, 92, 80, 78]"
6bb1ea02-1761-4845-bb86-5d158e31c23a,0.8,"[0.0625, 0.05128205128205128, 0.25333333333333335, 0.1746031746031746, 0.4891304347826087, 0.9130434782608695, 0.9545454545454546, 1.0, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[64, 78, 75, 63, 92, 23, 22, 20, 24]"
9c9b5701-0d96-4dc6-bf2b-9c1d299d2812,0.5,"[0.0, 0.0, 0.125, 0.3333333333333333, 0.5555555555555556, 0.6363636363636364, 0.875, 1.0, 0.8571428571428571]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[5, 7, 8, 15, 18, 11, 8, 11, 7]"
9c9b5701-0d96-4dc6-bf2b-9c1d299d2812,0.2,"[0.0, 0.0, 0.07692307692307693, 0.3888888888888889, 0.7761194029850746, 0.7959183673469388, 0.9629629629629629, 0.9367088607594937, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[13, 9, 13, 18, 67, 49, 54, 79, 55]"
9c9b5701-0d96-4dc6-bf2b-9c1d299d2812,0.8,"[0.0, 0.0392156862745098, 0.08823529411764706, 0.15789473684210525, 0.3793103448275862, 0.5454545454545454, 0.5, 0.8181818181818182, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[60, 51, 68, 57, 58, 11, 16, 11, 18]"
7f49fbcc-8a81-4012-b31a-995554edc2b8,0.5,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[7, 15, 7, 4, 22, 6, 7, 13, 9]"
7f49fbcc-8a81-4012-b31a-995554edc2b8,0.2,"[0.0, 0.0, 0.0, 0.0, 0.0425531914893617, 0.0, 0.05952380952380952, 0.043478260869565216, 0.04411764705882353]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[15, 16, 17, 15, 94, 54, 84, 69, 68]"
7f49fbcc-8a81-4012-b31a-995554edc2b8,0.8,"[0.0, 0.0, 0.0, 0.0, 0.008695652173913044, 0.0, 0.0, 0.0, 0.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[73, 97, 88, 87, 115, 19, 26, 16, 14]"
646b299f-0bdf-4ea1-b38a-031522df7437,0.5,"[0.0, 0.0, 0.0, 0.0, 0.14285714285714285, 0.5, 0.9230769230769231, 1.0, 0.9090909090909091]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[9, 10, 5, 9, 21, 6, 13, 6, 11]"
646b299f-0bdf-4ea1-b38a-031522df7437,0.2,"[0.0, 0.0, 0.07692307692307693, 0.09090909090909091, 0.29523809523809524, 0.8333333333333334, 0.9375, 1.0, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[14, 16, 13, 22, 105, 96, 80, 72, 77]"
646b299f-0bdf-4ea1-b38a-031522df7437,0.8,"[0.0, 0.0, 0.017857142857142856, 0.02702702702702703, 0.09523809523809523, 0.6666666666666666, 0.8823529411764706, 1.0, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[51, 53, 56, 74, 63, 9, 17, 14, 13]"
c45a1218-0971-4913-b11c-7ccdbb9485f6,0.5,"[0.0, 0.0, 0.0, 0.0, 0.5714285714285714, 0.6666666666666666, 0.8, 0.8, 0.8333333333333334]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[2, 10, 9, 4, 21, 12, 10, 10, 12]"
c45a1218-0971-4913-b11c-7ccdbb9485f6,0.2,"[0.0, 0.07692307692307693, 0.0, 0.045454545454545456, 0.27835051546391754, 0.578125, 0.6933333333333334, 0.8095238095238095, 0.8953488372093024]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[19, 13, 12, 22, 97, 64, 75, 84, 86]"
c45a1218-0971-4913-b11c-7ccdbb9485f6,0.8,"[0.0, 0.0, 0.0, 0.0, 0.078125, 0.35714285714285715, 0.4166666666666667, 0.7, 0.6666666666666666]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[60, 47, 61, 39, 64, 14, 12, 20, 18]"
b47d173d-e6c7-4f61-a837-5f99e32d93be,0.5,"[0.0, 0.0, 0.0, 0.25, 0.46153846153846156, 0.875, 0.9166666666666666, 0.9, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[8, 16, 7, 8, 13, 8, 12, 10, 8]"
b47d173d-e6c7-4f61-a837-5f99e32d93be,0.2,"[0.0, 0.0, 0.0, 0.16666666666666666, 0.3780487804878049, 0.7377049180327869, 0.9354838709677419, 0.9393939393939394, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[12, 15, 16, 18, 82, 61, 62, 66, 68]"
b47d173d-e6c7-4f61-a837-5f99e32d93be,0.8,"[0.012987012987012988, 0.0, 0.0, 0.07575757575757576, 0.07865168539325842, 0.4827586206896552, 0.9, 1.0, 0.9333333333333333]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[77, 70, 86, 66, 89, 29, 20, 17, 15]"
b187c539-fb80-4097-88d3-092c8123471e,0.5,"[0.0, 0.0, 0.0, 0.5, 0.75, 0.8, 1.0, 1.0, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[6, 12, 9, 8, 16, 15, 11, 7, 6]"
b187c539-fb80-4097-88d3-092c8123471e,0.2,"[0.07142857142857142, 0.0, 0.2727272727272727, 0.4, 0.72, 0.9154929577464789, 0.9473684210526315, 0.9076923076923077, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[14, 21, 11, 15, 75, 71, 57, 65, 67]"
b187c539-fb80-4097-88d3-092c8123471e,0.8,"[0.0, 0.0, 0.0425531914893617, 0.12962962962962962, 0.43010752688172044, 0.8947368421052632, 0.782608695652174, 1.0, 0.9583333333333334]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[44, 48, 47, 54, 93, 19, 23, 16, 24]"
93299c69-59b6-4da4-925d-8d466fa3ce1f,0.5,"[0.0, 0.0, 0.125, 0.25, 0.5652173913043478, 0.5714285714285714, 0.9285714285714286, 1.0, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[9, 8, 8, 8, 23, 7, 14, 7, 6]"
93299c69-59b6-4da4-925d-8d466fa3ce1f,0.2,"[0.09090909090909091, 0.26666666666666666, 0.38461538461538464, 0.5454545454545454, 0.7640449438202247, 0.9411764705882353, 0.9529411764705882, 1.0, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[11, 15, 13, 22, 89, 68, 85, 53, 61]"
93299c69-59b6-4da4-925d-8d466fa3ce1f,0.8,"[0.0, 0.078125, 0.11538461538461539, 0.21739130434782608, 0.5, 0.6666666666666666, 1.0, 0.8888888888888888, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[41, 64, 52, 46, 50, 9, 11, 18, 10]"
a0914d93-f3de-4752-bcfa-7bd41b58363c,0.5,"[0.0, 0.0, 0.0, 0.0, 0.5217391304347826, 0.8, 1.0, 1.0, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[11, 9, 9, 6, 23, 5, 9, 10, 8]"
a0914d93-f3de-4752-bcfa-7bd41b58363c,0.2,"[0.0, 0.0, 0.125, 0.3, 0.631578947368421, 0.9130434782608695, 1.0, 1.0, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[9, 6, 8, 10, 38, 23, 32, 34, 27]"
a0914d93-f3de-4752-bcfa-7bd41b58363c,0.8,"[0.0, 0.025, 0.0, 0.1875, 0.34545454545454546, 0.5555555555555556, 1.0, 1.0, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[38, 40, 32, 32, 55, 9, 10, 7, 7]"
f55e0699-ebc3-447e-a4ff-d0ecf73f3018,0.5,"[0.0, 0.0, 0.0, 0.1111111111111111, 0.4782608695652174, 0.6666666666666666, 0.9, 1.0, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[8, 8, 3, 9, 23, 12, 10, 8, 9]"
f55e0699-ebc3-447e-a4ff-d0ecf73f3018,0.2,"[0.0, 0.05555555555555555, 0.0625, 0.2, 0.34782608695652173, 0.8055555555555556, 0.7906976744186046, 0.8444444444444444, 0.8888888888888888]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[7, 18, 16, 15, 69, 36, 43, 45, 45]"
f55e0699-ebc3-447e-a4ff-d0ecf73f3018,0.8,"[0.0, 0.0, 0.018518518518518517, 0.05263157894736842, 0.09836065573770492, 0.75, 0.4444444444444444, 0.75, 0.8888888888888888]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[50, 42, 54, 38, 61, 8, 9, 4, 9]"
5e7ceab6-742f-4ae6-82b9-d7251e2ac683,0.5,"[0.0, 0.0, 0.0, 0.09090909090909091, 0.15384615384615385, 0.4444444444444444, 0.9, 1.0, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[6, 6, 11, 11, 13, 9, 10, 13, 11]"
5e7ceab6-742f-4ae6-82b9-d7251e2ac683,0.2,"[0.0, 0.0, 0.0, 0.07142857142857142, 0.4482758620689655, 0.696969696969697, 0.9176470588235294, 0.972972972972973, 0.9354838709677419]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[16, 20, 19, 14, 87, 66, 85, 74, 62]"
5e7ceab6-742f-4ae6-82b9-d7251e2ac683,0.8,"[0.0, 0.0, 0.0, 0.013157894736842105, 0.08163265306122448, 0.2777777777777778, 0.8333333333333334, 0.85, 0.8421052631578947]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[80, 59, 91, 76, 98, 18, 18, 20, 19]"
5e63c7c8-cf4f-432a-b8ef-3d47241d2bf9,0.5,"[0.0, 0.25, 0.8888888888888888, 0.7142857142857143, 0.6875, 0.875, 0.75, 1.0, 0.9]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[8, 8, 9, 7, 16, 8, 12, 12, 10]"
5e63c7c8-cf4f-432a-b8ef-3d47241d2bf9,0.2,"[0.25, 0.15384615384615385, 0.2727272727272727, 0.18181818181818182, 0.5789473684210527, 0.8181818181818182, 0.7857142857142857, 0.9019607843137255, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[8, 13, 11, 11, 57, 44, 56, 51, 58]"
5e63c7c8-cf4f-432a-b8ef-3d47241d2bf9,0.8,"[0.09375, 0.05128205128205128, 0.1935483870967742, 0.20270270270270271, 0.358695652173913, 0.7368421052631579, 0.5263157894736842, 1.0, 0.95]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[64, 78, 62, 74, 92, 19, 19, 15, 20]"
129a74a4-8890-4267-9577-66e737981743,0.5,"[0.06666666666666667, 0.2222222222222222, 0.25, 0.1, 0.42857142857142855, 0.8333333333333334, 0.75, 0.8333333333333334, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[15, 9, 8, 10, 14, 6, 8, 12, 8]"
129a74a4-8890-4267-9577-66e737981743,0.2,"[0.0, 0.0, 0.18181818181818182, 0.21428571428571427, 0.5733333333333334, 0.8148148148148148, 0.8769230769230769, 0.972972972972973, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[12, 13, 11, 14, 75, 54, 65, 37, 41]"
129a74a4-8890-4267-9577-66e737981743,0.8,"[0.0, 0.0, 0.06818181818181818, 0.05555555555555555, 0.23636363636363636, 0.5, 0.6842105263157895, 1.0, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[44, 41, 44, 54, 55, 12, 19, 9, 11]"
6aa9f880-1f78-4f1c-a21d-eb86fe8c10ad,0.5,"[0.0, 0.0, 0.07692307692307693, 0.2, 0.23529411764705882, 0.7777777777777778, 1.0, 1.0, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[7, 9, 13, 10, 17, 9, 12, 9, 4]"
6aa9f880-1f78-4f1c-a21d-eb86fe8c10ad,0.2,"[0.1, 0.21428571428571427, 0.07692307692307693, 0.375, 0.5483870967741935, 0.9523809523809523, 1.0, 1.0, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[10, 14, 13, 16, 62, 42, 50, 45, 52]"
6aa9f880-1f78-4f1c-a21d-eb86fe8c10ad,0.8,"[0.043478260869565216, 0.14583333333333334, 0.1694915254237288, 0.3088235294117647, 0.46153846153846156, 1.0, 1.0, 1.0, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[46, 48, 59, 68, 65, 11, 12, 11, 17]"
825a1d3b-9504-44dc-83a1-d6a5d638c2d2,0.5,"[0.0, 0.0, 0.0, 0.0, 0.4782608695652174, 0.9, 1.0, 1.0, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[13, 9, 5, 6, 23, 10, 6, 10, 8]"
825a1d3b-9504-44dc-83a1-d6a5d638c2d2,0.2,"[0.0, 0.0, 0.15384615384615385, 0.3157894736842105, 0.7558139534883721, 0.875, 0.9846153846153847, 1.0, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[13, 15, 13, 19, 86, 48, 65, 63, 66]"
825a1d3b-9504-44dc-83a1-d6a5d638c2d2,0.8,"[0.0, 0.0136986301369863, 0.0, 0.18518518518518517, 0.45569620253164556, 0.7391304347826086, 0.9473684210526315, 1.0, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[68, 73, 68, 81, 79, 23, 19, 15, 9]"
56bd46a5-88c9-4101-89b1-6a707649ba79,0.5,"[0.0, 0.0, 0.18181818181818182, 0.2222222222222222, 0.5, 0.7777777777777778, 1.0, 1.0, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[14, 7, 11, 9, 14, 9, 9, 9, 8]"
56bd46a5-88c9-4101-89b1-6a707649ba79,0.2,"[0.0, 0.14285714285714285, 0.0, 0.09090909090909091, 0.5757575757575758, 0.391304347826087, 0.875, 0.9428571428571428, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[10, 7, 6, 11, 33, 23, 24, 35, 28]"
56bd46a5-88c9-4101-89b1-6a707649ba79,0.8,"[0.0, 0.12, 0.16216216216216217, 0.4583333333333333, 0.3333333333333333, 0.2857142857142857, 0.75, 0.8333333333333334, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[35, 25, 37, 24, 27, 7, 4, 6, 2]"
19dfaa66-a63d-4a29-85da-c6f39e63d161,0.5,"[0.14285714285714285, 0.4, 0.3076923076923077, 0.45454545454545453, 0.4666666666666667, 0.8571428571428571, 1.0, 1.0, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[7, 10, 13, 11, 15, 7, 9, 9, 9]"
19dfaa66-a63d-4a29-85da-c6f39e63d161,0.2,"[0.16666666666666666, 0.3333333333333333, 0.13333333333333333, 0.16, 0.2716049382716049, 0.6129032258064516, 0.84, 0.9344262295081968, 0.953125]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[12, 12, 15, 25, 81, 62, 50, 61, 64]"
19dfaa66-a63d-4a29-85da-c6f39e63d161,0.8,"[0.07317073170731707, 0.06451612903225806, 0.0, 0.07142857142857142, 0.022727272727272728, 0.1875, 0.5, 0.8, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[41, 31, 43, 42, 44, 16, 8, 10, 9]"
a91b1497-1e35-4c62-8246-2029784c7986,0.5,"[0.0, 0.125, 0.3076923076923077, 0.7142857142857143, 0.8235294117647058, 1.0, 1.0, 1.0, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[10, 8, 13, 7, 17, 9, 5, 8, 13]"
a91b1497-1e35-4c62-8246-2029784c7986,0.2,"[0.038461538461538464, 0.3333333333333333, 0.5, 1.0, 0.9452054794520548, 0.9795918367346939, 0.9852941176470589, 1.0, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[26, 9, 16, 10, 73, 49, 68, 52, 65]"
a91b1497-1e35-4c62-8246-2029784c7986,0.8,"[0.013333333333333334, 0.12345679012345678, 0.21518987341772153, 0.5324675324675324, 0.7623762376237624, 1.0, 1.0, 1.0, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[75, 81, 79, 77, 101, 16, 15, 15, 16]"
7f44c296-e651-4862-9798-7374222c6786,0.5,"[0.0, 0.42857142857142855, 0.6666666666666666, 0.8888888888888888, 0.9473684210526315, 1.0, 1.0, 1.0, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[8, 7, 9, 9, 19, 6, 12, 15, 5]"
7f44c296-e651-4862-9798-7374222c6786,0.2,"[0.0, 0.10526315789473684, 0.30434782608695654, 0.4166666666666667, 0.7093023255813954, 0.8571428571428571, 0.9113924050632911, 0.9864864864864865, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[20, 19, 23, 12, 86, 70, 79, 74, 79]"
7f44c296-e651-4862-9798-7374222c6786,0.8,"[0.011235955056179775, 0.011235955056179775, 0.04504504504504504, 0.06818181818181818, 0.23076923076923078, 0.35294117647058826, 0.7391304347826086, 0.896551724137931, 0.9444444444444444]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[89, 89, 111, 88, 117, 17, 23, 29, 18]"
f588c311-9845-48d3-8a6b-8e12e2255051,0.5,"[0.0, 0.2727272727272727, 0.25, 0.625, 0.8666666666666667, 1.0, 1.0, 0.8666666666666667, 0.7]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[11, 11, 4, 8, 15, 4, 12, 15, 10]"
f588c311-9845-48d3-8a6b-8e12e2255051,0.2,"[0.0, 0.0, 0.14285714285714285, 0.4, 0.8292682926829268, 0.859375, 0.9230769230769231, 0.7837837837837838, 0.8701298701298701]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[13, 13, 14, 10, 82, 64, 65, 74, 77]"
f588c311-9845-48d3-8a6b-8e12e2255051,0.8,"[0.0, 0.058823529411764705, 0.2631578947368421, 0.3541666666666667, 0.75, 0.7272727272727273, 0.7692307692307693, 0.4, 0.8]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[59, 51, 38, 48, 60, 11, 13, 10, 10]"
8c6c7dca-f387-4381-b506-27aceced4480,0.5,"[0.0, 0.0, 0.0, 0.125, 0.14285714285714285, 0.6363636363636364, 0.8333333333333334, 0.8888888888888888, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[8, 4, 11, 8, 14, 11, 12, 9, 13]"
